Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11,-1.163868859,RL,0.098986303,0.40490812,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.782903446,-0.477223093,-0.207523363,-0.962235988,Hip,CompShg,HdBoard,HdBoard,None,-0.821808876,TA,TA,CBlock,TA,TA,No,Rec,0.959490818,Unf,-0.954015981,0.020813436,GasA,Ex,Y,SBrkr,-0.178529683,-0.871155819,-0.961883331,1.175170636,-0.240978467,-1.024821705,-0.77342657,0.170694725,TA,-0.947037233,Typ,-1.026988951,Detchd,-0.547035822,Unf,-1.047567381,-0.351422667,TA,TA,Y,-0.950010987,-1.070939959,-1.693650121,0.139917774,WD,Normal,129500
12,0.493288017,RL,0.701176953,0.526951998,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.011146826,-0.477223093,1.116852596,1.023677895,Hip,CompShg,WdShing,Wd Shng,Stone,1.293794627,Ex,TA,PConc,Ex,TA,No,GLQ,1.024936764,Unf,-0.782629555,0.319969751,GasA,Ex,Y,SBrkr,0.224399368,1.224191034,1.450044166,1.175170636,-0.240978467,2.479472142,-0.77342657,1.382399626,Ex,2.326982402,Typ,1.637887226,BuiltIn,1.073071343,Fin,1.75911355,1.176893568,TA,TA,Y,0.995803037,0.352743483,0.294523839,-1.368400111,New,Partial,345000
13,-1.163868859,RL,0.248051684,0.690851457,Pave,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.782903446,0.440400473,-0.30685156,-1.10754676,Hip,CompShg,HdBoard,Plywood,None,-0.821808876,TA,TA,CBlock,TA,TA,No,ALQ,0.824554617,Unf,-0.79007966,-0.272322285,GasA,TA,Y,SBrkr,-0.596250018,-0.871155819,-1.354682621,1.175170636,-0.240978467,-1.024821705,-0.77342657,-1.062113385,TA,-1.778463795,Typ,-1.026988951,Detchd,-0.66854386,Unf,-1.047567381,-0.501231278,TA,TA,Y,0.980370366,-1.070939959,0.987151737,0.139917774,WD,Normal,144000
14,-1.163868859,RL,0.923990654,0.307336892,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.667269616,-0.477223093,1.149961995,1.072114819,Gable,CompShg,VinylSd,VinylSd,Stone,1.305556832,Gd,TA,PConc,Gd,TA,Av,Unf,-1.352699498,Unf,1.638840706,0.993782371,GasA,Ex,Y,SBrkr,0.95139285,-0.871155819,0.123212482,-0.838578727,-0.240978467,0.796972968,-0.77342657,0.170694725,Gd,0.389787243,Typ,0.783736099,Attchd,1.113574022,RFn,1.75911355,1.598751542,TA,TA,Y,1.022479849,0.557391577,0.645803668,-0.61357209,New,Partial,279500
15,-1.163868859,RL,0.503227351,0.355647011,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.042179473,-0.477223093,-0.373070358,-1.204420608,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.239388922,TA,TA,CBlock,TA,TA,No,BLQ,0.821083453,Unf,0.141596089,0.48871087,GasA,TA,Y,SBrkr,0.406696128,-0.871155819,-0.404064394,1.175170636,-0.240978467,-1.024821705,1.283688272,-1.062113385,TA,-0.947037233,Typ,0.783736099,Attchd,-0.749549218,RFn,-1.047567381,-0.501231278,TA,TA,Y,-0.950010987,1.433761576,-0.444737988,0.139917774,WD,Normal,157000
16,0.093323873,RM,-0.788499049,-0.760519802,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,0.667269616,2.010660967,-1.399461726,0.781493275,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.821808876,TA,TA,BrkTil,TA,TA,No,Unf,-1.352699498,Unf,0.717580561,-0.460958415,GasA,Ex,Y,FuseA,-0.806866477,-0.871155819,-1.551076405,-0.838578727,-0.240978467,-1.024821705,-0.77342657,-1.062113385,TA,-0.947037233,Typ,-1.026988951,Detchd,0.506033835,Unf,0.273739541,0.504797561,TA,TA,Y,0.628675265,1.127416767,0.294523839,-0.61357209,WD,Normal,132000
17,-1.163868859,RL,0.115447442,0.412020987,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.042179473,1.263007318,-0.041976368,-0.720051368,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.208005236,TA,TA,CBlock,TA,TA,No,ALQ,0.673709356,Unf,-0.066681782,-0.060631395,GasA,Ex,Y,SBrkr,-0.290152336,-0.871155819,-1.067278353,1.175170636,-0.240978467,-1.024821705,-0.77342657,-1.062113385,TA,-0.947037233,Typ,0.783736099,Attchd,-0.344522426,Fin,0.273739541,0.084809461,TA,TA,Y,-0.950010987,-1.070939959,-1.251784371,1.642775976,WD,Normal,149000
18,1.017570422,RL,0.183504189,0.332538424,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,-1.561917931,-0.477223093,-0.141304565,-0.86536214,Gable,CompShg,MetalSd,MetalSd,None,-0.821808876,TA,TA,Slab,NA,NA,NA,NA,-1.352699498,NA,-2.063377863,-3.130405414,GasA,TA,Y,SBrkr,0.511760683,-0.871155819,-0.302974372,-0.838578727,-0.240978467,0.796972968,-0.77342657,-1.062113385,TA,-0.234546787,Typ,-1.026988951,CarPort,-0.466030464,Unf,0.273739541,0.244008655,TA,TA,Y,-0.950010987,-1.070939959,1.319805353,-1.368400111,WD,Normal,90000
19,-1.163868859,RL,-0.074516949,0.797595582,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,-0.782903446,-0.477223093,1.083743197,0.926804047,Gable,CompShg,VinylSd,VinylSd,None,-0.821808876,TA,TA,PConc,TA,TA,No,GLQ,0.741705062,Unf,0.029097123,0.185968213,GasA,Ex,Y,SBrkr,0.03837201,-0.871155819,-0.756172604,1.175170636,-0.240978467,-1.024821705,1.283688272,0.170694725,Gd,-0.234546787,Typ,-1.026988951,Detchd,1.032568664,Unf,0.273739541,0.504797561,TA,TA,Y,-0.950010987,1.083155209,-0.068282341,0.139917774,WD,Normal,159000
20,-1.163868859,RL,0.098986303,-0.355508149,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.782903446,0.440400473,-0.439289156,-0.962235988,Hip,CompShg,BrkFace,Plywood,None,-0.821808876,TA,TA,CBlock,TA,TA,No,LwQ,0.592314802,Unf,0.152093949,-0.003993525,GasA,TA,Y,SBrkr,0.613129251,-0.871155819,-0.205163805,-0.838578727,-0.240978467,-1.024821705,-0.77342657,0.170694725,TA,-0.234546787,Min1,-1.026988951,Attchd,-0.830554576,Unf,-1.047567381,-0.779570887,TA,TA,Y,-0.950010987,-1.070939959,-0.444737988,0.892015954,COD,Abnorml,139000
21,0.493288017,RL,1.276426356,0.870628817,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.350462264,-0.477223093,1.116852596,1.023677895,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.342008362,Gd,TA,PConc,Ex,TA,Av,Unf,-1.352699498,Unf,1.206496002,0.28281093,GasA,Ex,Y,SBrkr,0.160092262,1.235973501,1.516589707,-0.838578727,-0.240978467,2.479472142,1.283688272,1.382399626,Gd,1.448118643,Typ,0.783736099,BuiltIn,1.073071343,RFn,1.75911355,1.650768362,TA,TA,Y,1.147876623,1.278742134,1.644749746,-1.368400111,New,Partial,325300
22,0.093323873,RM,-0.489499458,-0.383944822,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,0.667269616,1.263007318,-1.366352327,-1.688789848,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.821808876,TA,TA,PConc,TA,TA,No,Unf,-1.352699498,Unf,0.374714984,-0.942153689,GasA,Ex,Y,FuseF,0.021372801,-0.871155819,-0.772338396,-0.838578727,-0.240978467,-1.024821705,-0.77342657,0.170694725,Gd,-0.234546787,Typ,0.783736099,Attchd,-1.964629592,Unf,-1.047567381,-0.848247483,TA,TA,N,-0.950010987,-1.070939959,-0.068282341,-0.61357209,WD,Normal,139400
23,-1.163868859,RL,0.30767115,0.134023261,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.350462264,-0.477223093,1.017524399,0.829930199,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.290694615,Gd,TA,PConc,Gd,TA,No,Unf,-1.352699498,Unf,1.964403199,1.560525979,GasA,Ex,Y,SBrkr,1.511691121,-0.871155819,0.673977327,-0.838578727,-0.240978467,0.796972968,-0.77342657,0.170694725,Gd,0.389787243,Typ,0.783736099,Attchd,0.951563306,RFn,0.273739541,0.322817527,TA,TA,Y,1.043297607,1.293974885,0.987151737,0.139917774,WD,Normal,230000
24,1.36277907,RM,-1.165306346,-1.464807098,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,-0.782903446,1.263007318,0.156680026,-0.429429825,Gable,CompShg,CemntBd,CmentBd,None,-0.821808876,TA,TA,PConc,Gd,TA,No,GLQ,0.909310268,Unf,-0.699948733,0.020813436,GasA,TA,Y,SBrkr,-0.118304192,-0.871155819,-0.904886066,1.175170636,-0.240978467,-1.024821705,-0.77342657,0.170694725,TA,-0.234546787,Typ,0.783736099,Attchd,-0.101506352,Unf,0.273739541,0.487576609,TA,TA,Y,0.872491461,1.11888277,-0.068282341,-0.61357209,WD,Normal,129900
25,-1.163868859,RL,-0.043522538,-0.18826133,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.782903446,2.010660967,-0.108195166,0.781493275,Gable,CompShg,Plywood,Plywood,None,-0.821808876,TA,Gd,CBlock,TA,TA,Mn,Rec,0.076550394,ALQ,-0.686089957,0.065742991,GasA,Ex,Y,SBrkr,-0.118304192,-0.871155819,-0.904886066,1.175170636,-0.240978467,-1.024821705,-0.77342657,0.170694725,Gd,-0.234546787,Typ,0.783736099,Attchd,-0.425527785,Unf,-1.047567381,-0.897697339,TA,TA,Y,1.304944632,1.024059386,-0.444737988,1.642775976,WD,Normal,154000
26,-1.163868859,RL,1.575990693,0.872696905,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.350462264,-0.477223093,1.183071394,1.072114819,Gable,CompShg,VinylSd,VinylSd,Stone,1.422453194,Gd,TA,PConc,Gd,TA,No,Unf,-1.352699498,Unf,1.724559484,1.140439735,GasA,Ex,Y,SBrkr,1.161591673,-0.871155819,0.328824559,-0.838578727,-0.240978467,0.796972968,-0.77342657,0.170694725,Gd,0.389787243,Typ,0.783736099,Attchd,1.154076701,RFn,1.75911355,1.798008266,TA,TA,Y,-0.950010987,0.801643952,0.294523839,0.892015954,WD,Normal,256300
27,-1.163868859,RL,-0.347061773,-0.449258622,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.782903446,1.263007318,-0.671054949,0.733056351,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.821808876,TA,TA,CBlock,TA,TA,Mn,BLQ,0.181083762,Rec,-0.771536905,-0.300334438,GasA,TA,Y,SBrkr,-0.638617389,-0.871155819,-1.394277541,-0.838578727,3.947456785,-1.024821705,-0.77342657,0.170694725,Gd,-0.947037233,Typ,-1.026988951,Detchd,1.073071343,Unf,0.273739541,0.504797561,TA,TA,Y,1.124054326,0.543324201,-0.444737988,1.642775976,WD,Normal,134800
28,-1.163868859,RL,1.173000172,0.452650531,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.350462264,-0.477223093,1.183071394,1.120551743,Gable,CompShg,VinylSd,VinylSd,Stone,1.22835017,Gd,TA,PConc,Ex,TA,No,GLQ,1.164407566,Unf,0.068752449,1.416737939,GasA,Ex,Y,SBrkr,1.353701396,-0.871155819,0.517800208,1.175170636,-0.240978467,0.796972968,-0.77342657,0.170694725,Gd,0.389787243,Typ,0.783736099,Attchd,1.19457938,RFn,1.75911355,1.324119609,TA,TA,Y,-0.950010987,0.74894069,-0.444737988,1.642775976,WD,Normal,306000
29,-1.163868859,RL,-0.99972577,1.142110053,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.782903446,0.440400473,-0.472398555,0.587745579,Gable,CompShg,MetalSd,MetalSd,None,-0.821808876,TA,TA,CBlock,TA,TA,Gd,BLQ,1.198472135,Unf,-0.675789459,0.973269412,GasA,TA,Y,SBrkr,1.161591673,-0.871155819,0.328824559,1.175170636,-0.240978467,-1.024821705,-0.77342657,-1.062113385,TA,-0.234546787,Typ,1.637887226,Attchd,-0.871057255,RFn,-1.047567381,-0.658436396,TA,TA,Y,1.203052145,1.525760464,1.962786108,-1.368400111,WD,Normal,207500
30,-0.511191529,RM,-0.347061773,-0.697845826,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,-1.561917931,0.440400473,-1.465680524,-1.688789848,Gable,CompShg,MetalSd,MetalSd,None,-0.821808876,TA,TA,BrkTil,TA,TA,No,Unf,-1.352699498,Unf,0.141596089,-1.249235626,GasA,Fa,N,SBrkr,-2.432538514,-0.871155819,-3.030984928,-0.838578727,-0.240978467,-1.024821705,-0.77342657,-2.32389117,Fa,-1.778463795,Typ,-1.026988951,Detchd,-2.369656383,Unf,-1.047567381,-1.048185648,Fa,TA,Y,0.635675212,-1.070939959,-0.444737988,0.139917774,WD,Normal,68500
31,0.697949989,C (all),-0.840348642,-0.129738406,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,-1.561917931,-1.51988773,-1.697446317,-1.688789848,Gambrel,CompShg,BrkFace,BrkFace,None,-0.821808876,TA,Fa,BrkTil,TA,TA,No,Unf,-1.352699498,Unf,0.397296158,-0.911528827,GasA,TA,N,SBrkr,-1.698564173,1.122315555,-0.254809992,-0.838578727,-0.240978467,-1.024821705,-0.77342657,0.170694725,TA,-0.234546787,Typ,-1.026988951,Detchd,-2.369656383,Unf,-1.047567381,-0.99764992,TA,Fa,N,-0.950010987,0.784711821,0.294523839,0.139917774,WD,Normal,40000
32,-1.163868859,RL,0.326324787,-0.1197731,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.782903446,0.440400473,-0.174413964,1.023677895,Gable,CompShg,HdBoard,HdBoard,None,-0.821808876,TA,TA,CBlock,TA,TA,No,Unf,-1.352699498,Unf,1.301544815,0.434932923,GasA,Gd,Y,SBrkr,0.343807935,-0.871155819,-0.464434556,-0.838578727,-0.240978467,-1.024821705,1.283688272,0.170694725,Gd,-0.234546787,Typ,-1.026988951,Attchd,-0.506533143,Unf,-1.047567381,-0.892737047,TA,TA,Y,-0.950010987,0.871215032,-0.068282341,0.139917774,WD,Normal,149350
33,-1.163868859,RL,0.701176953,0.378492548,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.350462264,-0.477223093,1.183071394,1.072114819,Gable,CompShg,VinylSd,VinylSd,None,-0.821808876,Gd,TA,PConc,Ex,TA,Av,Unf,-1.352699498,Unf,1.30955709,0.447865405,GasA,Ex,Y,SBrkr,0.359026277,-0.871155819,-0.449835075,-0.838578727,-0.240978467,0.796972968,-0.77342657,0.170694725,Gd,0.389787243,Typ,-1.026988951,Attchd,1.154076701,RFn,0.273739541,0.102606544,TA,TA,Y,-0.950010987,0.513879064,-2.176031522,0.139917774,WD,Normal,179900
34,-1.163868859,RL,0.098986303,0.289008401,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.782903446,-0.477223093,-0.406179757,-1.252857532,Hip,CompShg,BrkFace,BrkFace,None,-0.821808876,TA,TA,CBlock,TA,TA,No,Rec,1.038544236,Unf,-0.177491471,0.795338774,GasA,Gd,Y,SBrkr,1.346549196,-0.871155819,0.510746452,-0.838578727,3.947456785,-1.024821705,1.283688272,1.382399626,Gd,-0.234546787,Typ,0.783736099,Attchd,-0.790051897,RFn,0.273739541,-0.063109652,TA,TA,Y,-0.950010987,0.622106692,-0.837792285,1.642775976,WD,Normal,165500
35,1.36277907,RL,-0.347061773,-0.419351274,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2.011146826,-0.477223093,1.116852596,0.975240971,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.266895213,Ex,TA,PConc,Ex,TA,No,GLQ,1.125373415,Unf,-0.109252129,1.130312743,GasA,Ex,Y,SBrkr,1.086050788,-0.871155819,0.254793479,1.175170636,-0.240978467,0.796972968,-0.77342657,-1.062113385,Ex,-0.234546787,Typ,0.783736099,Attchd,1.073071343,Fin,0.273739541,0.418463839,TA,TA,Y,1.09654572,0.720242986,0.645803668,-0.61357209,WD,Normal,277500
36,0.493288017,RL,1.510740176,0.757586644,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.350462264,-0.477223093,1.083743197,0.975240971,Gable,CompShg,VinylSd,VinylSd,Stone,1.145143449,Gd,TA,PConc,Ex,TA,Av,Unf,-1.352699498,Unf,1.14940986,0.192602348,GasA,Ex,Y,SBrkr,0.088783011,1.250546497,1.611289125,-0.838578727,-0.240978467,2.479472142,1.283688272,1.382399626,Gd,1.448118643,Typ,0.783736099,BuiltIn,1.032568664,Fin,1.75911355,0.990933,TA,TA,Y,0.911968192,0.543324201,0.987151737,-1.368400111,WD,Normal,309000
37,-1.163868859,RL,1.640527414,0.344752855,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,-0.782903446,-0.477223093,0.752649207,0.490871731,Gable,CompShg,VinylSd,VinylSd,None,-0.821808876,TA,TA,PConc,Gd,TA,No,Unf,-1.352699498,Unf,1.121161186,0.14828649,GasA,Ex,Y,SBrkr,-0.010051936,-0.871155819,-0.802202874,-0.838578727,-0.240978467,-1.024821705,1.283688272,0.170694725,TA,-0.234546787,Typ,-1.026988951,Attchd,0.668044552,Unf,0.273739541,0.911736709,TA,TA,Y,1.294653127,0.863964271,-0.068282341,0.892015954,WD,Normal,145000
38,-1.163868859,RL,0.266620104,-0.12248597,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.782903446,0.440400473,-0.571726752,0.248687111,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.424696744,TA,TA,CBlock,TA,TA,No,Rec,1.161462714,Unf,-1.195233266,0.582687914,GasA,Gd,Y,SBrkr,0.514159082,-0.871155819,-0.300663301,-0.838578727,3.947456785,-1.024821705,-0.77342657,0.170694725,TA,-0.947037233,Typ,0.783736099,Attchd,-0.992565293,Fin,0.273739541,0.164680089,TA,TA,Y,-0.950010987,-1.070939959,1.319805353,0.892015954,WD,Normal,153000
